tweet_id,tweet_retweets,tweet_likes,user_id,user_following,user_followers,user_total_tweets,tweet_label
929375253054349312,0,0,386086641,43,6,160,0
929380739455553536,0,0,806268653540933632,143,104,8652,1
929381384820535296,20,16,877671970929876992,449,11950,24128,0
929386665940054017,0,0,850186472019898368,10,23,513,0
929392568676339713,0,0,521878397,48,553,5150,0
929392780396449792,0,0,47918304,754,319,12574,0
929394505182273536,0,0,762184522226143233,304,506,23829,1
929394958020370433,0,0,2960823972,31,218,306,0
929397983594143745,0,0,4790108718,143,307,4269,1
929398534885003264,0,0,256991641,443,485,26798,0
929398772374888448,1,1,925313544836538368,347,279,2798,1
929398864553107458,5,3,1531560624,925,16188,235469,0
929401080588496896,1,4,260801128,599,5029,44545,0
929401089908183044,0,2,1571355811,1255,183,17303,1
929401766495555585,0,0,344328756,710,367,6058,1
929402092657233920,0,0,820383380,105,356,768,0
929403856731111424,4,3,443223864,21,1467,43960,1
929404105788919808,0,0,890760836729503745,3,46,1968,1
929406451478679553,2,1,4009551861,14,192,2395,0
929408366736302080,0,0,847803932063789060,91,36,3696,1
929408397774086144,0,0,714911413647642624,132,178,21529,0
929410264419639297,0,1,4360863917,56,72,539,1
929410361769459717,2,0,69349836,185,39379,83333,1
929410726174879745,0,0,4848088425,234,382,6995,1
929411648791760897,1,1,187867927,628,1383,96188,1
929411691728732160,0,0,3688041678,488,1706,10908,1
929412068993839104,0,6,416565390,191,11054,4844,0
929412351576674305,0,4,330651366,481,292,1221,0
929412812430041088,0,3,3313357042,262,1483,46534,0
929414230180319232,1,1,529457618,373,4116,25020,0
929415292643573761,13,41,1482039456,1058,225795,62763,0
929420096019292160,0,0,909483513975590912,339,279,13151,0
929420564263063552,0,0,51863180,456,534,20996,0
929421661237137408,0,0,882691378991566851,519,110,3338,1
929423034267652096,0,0,239080575,941,557,64774,1
929423292699676672,0,0,394033059,433,121,8729,1
929424743090049024,0,1,235307902,1183,10723,111208,0
929426994609229824,1,0,490525980,682,1445,3378,1
929427093380722688,3,3,251250074,108,91,2159,1
929427973446479872,0,0,346067881,140,261,3624,0
929431694356000768,0,0,77294043,66,71,6666,0
929435020875493376,3,10,793126540171182085,1301,2527,2293,1
929435767470018561,1,5,2338772514,4552,1420,5710,0
929436210233307137,0,0,1616135840,205,258,13935,0
929437150957002752,0,1,806632268257259520,277,151,162,0
929438266113380353,0,0,2456485484,5694,6905,88547,1
929440211825823745,0,3,826491986,14,13913,86107,1
929440811573501952,5,6,529681258,2,13329,46404,0
929441774531211264,0,1,860172401434296320,46,105,425,0
929441837332525056,0,0,835241288819703808,165,203,1249,0
929443297994690561,0,0,772196659803619328,236,586,20909,0
929443423328788480,2,10,608136192,611,1316,45628,0
929445660084133888,4,4,398531479,4956,2062,5556,1
929446309370609664,0,0,400930621,203,106,9070,0
929449502716649473,0,0,727124847533416448,706,4741,40342,1
929449522446692352,0,0,3234274295,189,91,1410,0
929450549359063041,0,0,498053533,289,151,1597,0
929457488344371201,0,1,863463690972037120,520,420,3692,0
929458384616742918,0,0,994140992,1430,304,16012,1
929458766482935809,0,1,919656972869341185,38,255,1438,1
929458878705696770,0,0,3184191550,246,25,321,0
929460825479360512,0,0,481540145,565,15612,242139,1
929462260052918272,0,0,1106990701,2229,1146,175370,0
929462332589268992,0,1,908053046541856768,111,7,329,1
929464925881360384,0,0,2799866163,731,225,4285,1
929465846736605184,0,0,1864738550,876,2784,10634,0
929466862404079617,0,0,789891470862016513,18,103,564,1
929467367469481984,4,4,4595020219,395,468,1324,1
929468725811646464,1,2,821412009514242048,1,1540,3156,1
929471831995764736,0,2,237009547,479,10477,10331,1
929473078832390144,1,3,4842366562,488,5076,2587,0
929477391524794368,1,3,512035136,726,13960,43058,0
929484318891757568,0,0,189052557,63,211,4303,1
929485182729584640,0,0,2612623476,411,1204,81384,1
929485233698824197,4,14,164004509,269,1238,525,0
929490473370124289,0,0,74680331,777,20344,6314,0
929490823506546689,2,2,3047834375,31,1248,35073,0
929493696101445632,0,0,839058587750182913,27,59,1784,1
929496200885276673,0,2,3192532784,0,287,4983,1
929498162527653888,0,0,292269427,244,1197,25225,1
929500194936324096,0,0,3295898093,252,150,6349,1
929500558771347462,0,1,3061569971,365,10001,133359,1
929503323111280645,0,0,3370883038,91,480,23246,1
929508267482640384,1,1,501109660,2132,864,7116,1
929528102522380288,2,2,555155951,99,1918,18740,1
929533919728422912,0,0,3162894648,806,115,5875,1
929540254557786112,0,0,758102055512903680,368,525,10039,0
929540809703043072,0,2,464647113,596,1234,1615,0
929549789737504768,2,3,787572456412372992,568,680,10762,0
929552671954165761,0,0,474627723,109,4437,35899,1
929553445421506560,0,0,1859057647,152,183,25976,0
929553914403479552,0,0,727329907638951936,367,62,30582,0
929553919554007040,1,1,898520349570211844,0,1075,7959,1
929554201172115456,0,1,3944495115,10,129,26350,0
929554768015568899,0,0,2791828488,1773,744,3366,0
929558069234798592,1,0,897416790803873792,4106,231,942,0
929558371275100160,3,2,881599381857869824,53,4610,9537,0
929562211261009920,1,0,315202791,125,3058,31944,0
929573575400574976,1,3,806942379634806784,163,201,1937,1
929581925320273921,0,0,743275033317998592,244,114,6420,1
929586136439316480,1,1,818927003600637954,4293,967,5145,1
929587139863633925,1,2,715642693691551745,124,208,19496,1
929589654793474048,6,21,439149443,4,6100,6181,0
929590272941490176,0,4,4817706732,1665,499,936,0
929592402603470848,0,0,307486595,795,133,1604,1
929593928852090881,2,2,897655239691698177,153,4975,21001,1
929594459121242113,0,0,526705312,825,254,4944,1
929596662246453249,0,1,40533585,324,21,230,1
929600115593154560,0,0,901909393889001477,51,55,1108,0
929603864814407680,1,0,359894153,382,263,6539,1
929609255753256960,17,22,1523493966,272,1189,23953,1
929612404496982016,0,0,89529273,44,45,16748,0
929612510877159424,0,0,710611670150713344,663,108,1327,0
929614310908801024,0,0,806750979735502848,0,3193,11245,1
929620143440674816,0,0,848832972,98,60,18013,0
929620626175864832,0,1,172802255,515,4676,83465,1
929620632970686464,3,4,222409202,103,1433,51666,1
929621583106277376,1,2,1656091351,427,382,8835,1
929624986557480960,0,0,2529726061,212,5526,41205,0
929627747349155840,0,0,1151265625,652,1240,37302,0
929627835643387905,1,0,821078349858611204,73,1491,13826,1
929631386734120965,8,24,1234927950,874,30393,22477,0
929631698312196096,7,5,415786901,373,3517,28804,1
929632663677362176,3,2,790895289498501120,2,4091,2479,1
929633145460281344,0,8,235132330,558,32127,26237,0
929633282983120901,0,0,919648855771230209,191,6,33,1
929633885037658112,1,3,904358859959095296,146,96,1276,1
929634180895526912,0,0,1384903014,61,74,1701,0
929634498811179008,0,1,1919248664,66,66,2924,0
929635170520625153,0,4,3046766053,664,40425,109298,0
929636624304046080,1,0,314805180,690,238,7562,1
929636860430897152,0,0,2942728926,1182,1314,12331,1
929636890722127872,1,0,866671652,6318,7313,135504,1
929637719449497600,1,1,738103984368570372,616,75,127,1
929639585319215104,0,0,555461971,188,109,2370,1
929641495984050176,0,0,757044879839100929,457,1380,1315,0
929645192126320640,0,0,928880720906457088,9514,14124,66129,1
929645516392198144,0,0,2478914378,596,74,504,1
929645983461453824,0,0,253172286,528,1504,33117,0
929646597482401792,0,0,926827798911533057,68,12,60,1
929651078500618240,0,1,818913480061370368,190,5090,39176,1
929651533528125440,1,0,2427531663,3925,4213,30452,1
929655400303157249,8,1,785265734,282,10352,98649,0
929655917368487936,0,1,886523803714629632,102,262,6808,1
929655962369249282,0,0,2859036172,27,3,1451,0
929660480431542272,0,0,2461395610,2800,4750,19335,1
929661073644453895,0,0,2744059620,781,76,3763,1
929661171782873088,0,0,892867560215117824,73,177,3175,1
929662200456859648,0,1,846046292,337,8516,86204,0
929662328169222145,0,0,447899768,11,556,319940,0
929663857806716929,0,0,411636234,304,165,751,0
929665181977804800,0,11,2214007496,144,13001,9071,0
929666524251648007,0,0,886814671298334721,50,47,3772,1
929667594696757248,0,0,156459774,1415,670,60273,0
929668309821411328,0,0,282564799,345,999,44674,1
929669344623321088,1,0,1124625841,643,1740,26929,1
929669437439004673,0,3,754760027374751744,2785,1660,8487,0
929670472316477440,1,0,832342053514272768,4554,1888,28482,1
929670663572475904,8,15,542795203,699,44726,8570,1
929670874311077888,0,1,722708847174033408,58,32,429,1
929671200229462018,7,7,1621216111,10555,10563,50900,1
929672932674166784,0,1,186283362,355,469,17505,1
929673464935567361,0,0,3030679264,1,29489,55036,0
929673685316833280,0,0,2593924238,740,577,1012,0
929675487487627264,0,0,483734629,94,27,13515,1
929677630793805824,0,0,1078181090,81,1485,39890,0
929677714461732864,0,4,4784766317,398,567,10649,1
929678406710636544,0,0,916001257906679808,198,63,2500,1
929678590727409664,0,0,226481773,374,430,14692,0
929678791336714240,0,0,1978619706,11,341,683,0
929679693737021440,0,0,550857561,815,5373,13277,0
929680007605178369,0,0,2309965946,902,1036,84293,0
929680116107456512,1,3,2943606159,988,1337,12261,0
929681215006871554,1,3,817030214,1955,122558,86970,0
929682511671758848,0,0,3066455703,107,4,4091,1
929683455805358082,0,0,1039940150,490,7635,34519,0
929684462509740033,0,0,2605051490,519,370,10334,1
929684499541217280,0,0,929486359173181440,0,0,717,0
929685213197848576,3,7,883943515264253952,1384,2428,5626,1
929685785938407424,1,1,3187956680,4995,2100,21779,1
929686914973818880,0,0,213285746,1067,2723,2644,0
929687130825220096,0,0,445172420,1818,749,1554,1
929687321120735232,0,2,355782399,919,498,982,1
929688736786415616,0,0,879098915110432768,136,35,929,1
929689649227984896,1,1,371720346,6,15925,51769,0
929690583286865921,1,3,922085075315036166,84,1320,6961,0
929691219961278464,0,0,287815696,486,1498,6587,1
929691228391821317,0,0,313738221,5668,5415,40120,1
929691370025115648,0,0,116840999,1099,2035,1832,0
929691836456800258,0,0,785100722505482241,706,881,13229,0
929691977670676482,0,0,869009314098409473,222,40,305,0
929692326175346688,0,1,1030446300,158,138,135,0
929692988636323840,0,0,290664447,1778,786,24286,1
929693146921013249,0,0,242736639,2079,418,14209,0
929693511678492672,13,26,1708104175,238,10218,23329,0
929695589167747072,0,1,710521517017317380,412,1480,5092,0
929697194675974146,0,0,929663930745503744,0,2,17,0
929697866934837248,0,0,4549359976,1152,874,7114,1
929698428203958272,50,34,1107625302,766,36379,58207,1
929699565200166912,0,0,630882502,514,595,1651,0
929700893523611651,0,0,123045888,893,304,40691,0
929701818287960064,23,2,4806213874,17809,17789,317822,0
929702484897132544,1,0,3518008032,731,1150,19662,0
929703372495687686,0,0,1425469292,376,859,20749,1
929705075857068032,1,1,165191999,657,768,30145,1
929706177679765504,0,0,257979278,208,149,4002,0
929706417916989442,0,0,487804603,533,500,9840,1
929707839924383745,0,0,2903658848,113,402,1454,1
929708296587612160,0,0,299819145,277,1444,15604,0
929709805421424640,0,1,726840699799408640,15,20,3676,0
929710425863749633,0,0,873139595818541056,57,7117,42041,0
929711333171482625,0,3,4703674094,485,3169,32039,0
929712809667162113,0,2,847563811406131205,348,716,21597,1
929713719080300546,0,1,4698195613,3028,3673,12845,1
929714337136234496,8,10,793157279642185728,157,9885,93185,0
929714473518206977,0,0,1913962009,453,203,17191,0
929714665147559936,0,0,196126612,141,2927,7226,0
929716414696566790,0,0,898907128655695873,397,72,1647,1
929717808711241730,0,0,553774902,207,20,320,1
929718175436034048,0,1,2149751387,119,322,7024,0
929718258261024768,0,0,1011493381,134,157,33916,1
929718264774713344,9,9,391524358,63,58406,20178,0
929720448253874177,1,1,897259423516766208,24,1080,15629,1
929721634289782784,5,24,705813584,950,55082,8987,0
929723955195281408,0,2,923584188737114112,170,92,233,0
929724042235596801,0,1,1614506449,213,593,8941,1
929724794970492928,0,0,919905335967715328,1625,1267,3039,0
929726208027381760,0,0,149200797,1615,217,5112,0
929727206607216640,0,0,540265373,3183,2391,22827,0
929728166343692288,0,0,75256297,789,296,10282,0
929728166754750464,0,0,1557790820,892,338,35906,0
929728782294020096,2,1,720179407814529024,1001,4792,53298,1
929728877542420482,0,0,1103879940,1406,229,5155,1
929731681191448577,0,2,909984867626242048,388,383,635,1
929732229399498754,0,0,3954832701,913,939,3056,1
929732836915077120,0,0,4483759936,152,202,790,0
929733050090393600,0,0,473175653,2564,1166,19856,0
929733153714987008,0,0,316467138,105,9290,10234,0
929733245251608576,3,0,876142920503611393,525,303,7444,0
929734490754355201,4,2,458746676,273,16755,38123,0
929735032108961793,0,0,439363989,65,6858,183440,1
929736899626971136,9,76,700406581675081728,89,36586,35560,0
929738296460226561,0,0,3227740200,514,2389,58004,0
929738874787594247,38,27,2696229373,4,8710,2025,0
929739463948947462,2,0,570979105,1355,5940,8373,0
929739898608812032,0,0,1459133742,1136,1708,4989,1
929740711611764736,0,0,1243041402,995,1621,69864,0
929741054198329345,0,1,1025201232,0,4210,1806,0
929741456495005696,0,0,1483672057,709,3306,15361,0
929742042426638337,0,0,927952043385458689,0,9,603,1
929744577455673344,0,0,487766521,834,2428,62220,0
929745662190727168,0,1,439939977,1461,1066,42310,0
929747068264042496,0,0,914073166195998721,3858,470,1321,0
929747374502826000,0,0,798641748595642368,276,92,3811,0
929748488463749121,0,4,808637987135377408,688,1178,7879,0
929748911262195713,0,0,269263481,174,144,6860,0
929752595882704896,0,0,1465511426,560,2620,28552,0
929752851106103301,0,1,1270306819,25,950,47819,0
929752958178349057,0,0,891068069833052160,147,1543,8685,1
929753113988300800,0,0,1867727192,42,120,19509,0
929753777946624001,0,0,3120524588,4805,3682,17376,0
929754228087762946,0,0,3306691816,174,923,22907,0
929755281587875840,0,0,2435236856,414,221,2611,0
929756048419848198,2,41,865751616,2611,361533,16258,0
929756875637313537,0,2,2643409096,2547,1180,333,0
929757127563988992,1,0,3170578854,10,2133,5782,0
929757222107779072,0,0,785245101404684288,44,609,10485,0
929757581781995520,0,0,2414147096,121,15,15357,0
929758431233355776,0,1,552219025,222,13810,112024,0
929759077684711425,3,12,1261355604,30,12432,11292,1
929759718737932289,0,0,3118403933,1477,6040,11024,0
929760268401479680,0,0,921937968,1177,948,36691,0
929760467693731840,0,0,923052349609914368,233,3277,31439,1
929761219501875201,0,1,926364145225752577,663,612,29663,0
929761712168947712,0,1,2422508108,141,57,507,0
929761766946598912,0,0,1276007726,740,3878,158515,1
929761973851521032,0,0,1563054714,2032,1667,9017,0
929762736996839424,0,1,929668806775013378,244,16,113,0
929763053712887809,0,0,2924284434,145,145,22704,1
929763779570741250,1,12,599587917,1578,1839,38764,1
929763840136445953,3,6,3678741496,536,992,760,0
929764396162797568,0,0,597561635,857,200,47215,1
929765338467663873,33,53,1646952854,59,31404,25897,0
929765454104682496,0,0,2357634769,93,2266,15989,0
929765893961408514,0,3,812307664936071169,3539,1753,10433,0
929766316000665601,0,0,2839339422,52,310,38135,0
929766553754783744,1,1,4884603563,391,3668,4077,0
929769888356302848,0,0,241843062,2824,3297,17908,0
929770416280952835,1,0,2348663709,297,989,78416,1
929771121045622785,15,5,1269869568,1865,20723,529878,1
929771249957507072,3,2,751597867735904256,794,3223,14669,0
929771447144235008,20,8,250373836,610,9521,18803,0
929771745816477696,2,0,913836608515960832,4123,3793,85346,1
929772548967075840,1,0,3241563756,238,636,35254,1
929772614561751040,2,2,823778624,42,1658,12671,1
929772830287425539,18,4,380001851,2330,3355,12724,0
929773205354663939,21,24,1438131554,83,26606,9436,1
929773990368956416,0,0,510362586,446,70,2921,0
929774313330405376,0,0,416458668,903,3462,20390,1
929774454456102913,0,0,241671150,156,124,3389,0
929775034838732800,0,2,504642281,512,5399,13107,1
929775674717548544,0,1,488685462,2397,1113,36862,0
929776872988307456,11,2,782609706,48,74414,14095,0
929777171907915778,0,0,358266680,914,192,6887,0
929777287523897344,0,0,397611366,117,88,2255,1
929777392595247104,4,3,198370893,1048,2131,14005,0
929779120375988226,0,9,4832717464,190,958,41118,1
929779693477384192,0,2,52657691,712,186,144,0
929779862314913795,0,0,2169816164,23,13,5530,1
929780045727653890,7,11,248185046,111,1566,964,1
929781187295539200,0,0,738038284014768128,18,4,228,1
929782034767269888,0,4,399456292,441,86719,372036,0
929782041167781889,0,0,1257203264,3,268206,84336,0
929782454998700033,2,1,830166827984625665,828,3426,2365,0
929782598255153154,1,4,2886636328,38,267469,106629,0
929782933459697664,0,0,162335778,1314,4515,10190,0
929783228440903685,25,63,2209660765,2398,4628,18332,1
929783231213383680,0,0,927897902466387968,149,12,23,1
929783515486531584,0,3,874004069781827585,192,392,4669,0
929783617148080129,0,0,283211464,269,901,73294,0
929783921386180608,2,1,490907096,2782,17056,14985,1
929784083366010880,0,0,3219229226,566,3527,67252,0
929784192099119104,0,3,915669321409613830,0,37,65,1
929784585717800960,0,1,1496279245,0,48484,374705,0
929784605825294336,0,0,842366889934360576,2,1025,14158,0
929784606215299073,0,0,1020518262,547,389,10018,0
929784638146600961,2,6,4822482682,693,643,287,0
929784791548833792,0,0,884894136486305793,570,1433,21587,0
929784893726449664,0,10,825773552,324,2588,7210,1
929785374796337157,0,0,2276333865,565,150,1422,1
929785384493600769,2,4,1267899122,144,910,10040,1
929785614387556354,0,0,927539158217871360,0,0,527,0
929785928947822594,1,3,808342474095755264,564,4173,13547,0
929786178945060866,0,0,2441693400,811,224,7482,0
929786268925427713,0,0,1610433193,413,200,8032,0
929786624489279488,0,0,1546445364,2982,5013,6461,0
929786722229112839,1,0,364871738,91,2375,32900,0
929786730596716544,1,7,498582842,1772,1656,65229,0
929786949698801665,0,0,469713579,18765,13278,44898,1
929787802107203584,1,0,862726501116129280,108,6238,9615,0
929787959414525952,0,1,3302165216,217,661,14218,1
929787969682264064,0,0,512370526,280,53,2293,0
929788206404513793,0,0,240641621,127,76,389,0
929788248993550336,9,4,2213786138,73,6459,57486,1
929788449393082368,1,0,701127125244502017,409,911,230774,0
929788798568943626,0,0,564966567,542,698,25457,0
929789194448375809,0,0,928657489234624512,50,9,11,0
929789575240863745,8,7,2497001737,37,35641,22539,1
929789886990815237,2,1,2162057393,108,13375,21038,0
929791243147776001,0,0,895688540411092992,307,95,12389,0
929791496391237632,1,0,929019352262754304,22,16,95,0
929791870858858496,0,0,875708947,86,6,287,1
929791900911095808,0,0,439329157,622,1707,89977,1
929791968766443520,3,6,3134644380,5082,27636,111398,1
929792299336388608,3,3,812345663262494720,893,1229,20153,1
929792332844716032,1,0,184041262,520,14374,41062,0
929792747216818177,0,2,881958307,801,1716,8774,0
929793058790625280,4,4,3224560050,884,53548,10613,0
929793125526265860,0,1,2949393918,174,599,30509,1
929793608575832066,1,1,107122792,56,2852,30805,0
929793668923486209,0,0,3221792479,282,774,184,0
929794805525250050,5,9,702886636116434944,865,16478,180770,0
929794918507302913,0,1,373461175,1736,2934,41143,0
929795056856387584,0,0,577030918,5046,5295,36630,0
929795452123348992,0,2,769550879825469442,1064,425,1450,1
929795965418201088,0,0,732716701435985923,228,95,238,1
929796055188852737,0,0,2875129190,1664,957,5392,1
929796466473828353,0,0,786079175757197312,555,262,1636,0
929797106105241600,0,0,566292414,292,232,2863,0
929797342118674432,0,0,707893002,169,1698,77262,0
929797582632685568,0,0,2940491950,2775,1267,6376,1
929797717026656258,0,0,2273096337,694,3145,139103,0
929798254140755981,0,0,989061398,579,209,9910,0
929798256451874816,0,0,1553769198,2154,1222,26827,1
929798390833205248,0,0,2330205212,397,32,129,1
929798623952556032,775,1800,2155436604,60,587386,5414,1
929798743532146688,0,0,3420903047,0,157,69,0
929799007924293634,4,4,1361283110,1083,5286,51936,1
929799535420956672,0,7,617696922,1264,377,3312,1
929799552298881024,0,0,238241819,187,740,38935,0
929800438974738437,10,11,301324445,402,275804,118578,0
929800785701031937,0,0,859239899039502337,22,44,3305,0
929800980669108231,0,0,4289089409,264,204,3737,0
929801102605897728,0,0,454236505,20232,20394,298557,0
929801949599420417,0,0,1626452196,170,10000,110782,1
929802318660464640,0,0,2525019652,2879,7068,283511,0
929802328873553922,3,10,4120464359,1290,35037,5935,0
929802739323981824,0,1,740248591562887168,489,399,79898,0
929802783129300992,7,12,767233673317974016,5056,6745,14849,0
929804327392342021,1,1,4122840041,1167,1058,36283,0
929804589871673344,8,6,2999683255,13,27725,22289,0
929805263963648000,0,0,1516924034,1980,200,2548,1
929805357748310017,0,0,918189472302419968,311,301,550,1
929805368552763392,0,0,3815389342,227,1428,1079,1
929805382092025856,0,0,911229328201060352,72,2,13,0
929805395174023173,0,1,742498633870901248,1323,1368,4874,0
929805412282585089,0,1,753945048861945856,230,14,431,1
929806685320904704,1,4,3281082866,0,11216,27510,1
929806914023755776,1,4,797564315322748929,864,6940,15754,0
929808066681458690,0,0,3066716245,251,110,9340,0
929808244360515586,0,4,1392691584,390,21812,49916,0
929809192411697154,1,1,781971406640807937,70,551,21229,0
929810023668178945,0,6,723758538846277632,0,42696,62655,0
929810403080724481,3,2,797169564144566272,115,958,10192,0
929810849199423490,2,5,2562539929,790,10728,12339,0
929811000899010561,0,0,704659102182547456,165,25,211,0
929811935725604866,36,28,813777001274363904,307,33824,2752,0
929812771352571904,4,3,1696022371,265,4635,15989,1
929812989737357313,1,2,1026689852,476,371,5715,0
929813887788216320,0,1,797791017583906816,217,196,2368,0
929814604355637248,0,3,745299674,242,3006,20056,1
929815587248852993,0,0,322440303,218,1033,28119,0
929816195469111296,1,2,274385039,1310,1805,10338,0
929816687926444037,0,0,636577788,28,567,13237,0
929817606353293312,0,0,383319603,689,6340,55375,0
929818753491263489,0,0,760064431,4968,1343,41173,0
929819938663141377,0,0,2597827891,60,1900,70382,0
929820359548899329,0,0,736874798995939328,731,323,3407,1
929820618433974274,0,0,1015485200,59,76,4888,0
929821197335957504,0,2,2920453861,3352,8745,49083,0
929821205481295872,0,0,397426646,637,727,1815,0
929821315443421184,42,394,1282980336,977,265472,24484,1
929822211216637952,0,0,1061672821,172,80,1808,0
929822787505676294,0,0,715499754227154944,0,116,3234,1
929823124673236992,0,3,107889582,49,8401,7900,1
929823640832696320,0,0,796039429978816512,185,100,2858,0
929824469895532544,0,0,723280198255435777,112,57,185,1
929824606432702464,0,0,1676127152,0,791,89579,1
929825180888764416,0,0,141324016,1926,562,7699,1
929825631671549954,0,0,126745116,186,59,6939,0
929825825645649920,4,2,1187702647,199,894,43468,1
929827708674232321,5,5,762230575,71867,234917,609510,0
929827869928361984,0,1,2386566195,93,96,3565,0
929828106147450880,0,0,286673025,2238,986,44634,0
929828228017147904,0,0,974143292,434,6279,50566,0
929828309508255745,0,0,184561724,797,535,4083,0
929829487591731200,26,23,296180964,66,14872,16740,0
929829584618520577,0,0,447237319,585,951,95638,1
929829967365623808,0,1,2565970375,564,144,1566,1
929830117425152000,0,0,509294338,181,1245,30806,0
929831654797037568,0,1,71977977,4932,1591,13540,0
929831845893722112,1,0,2342031511,5719,8559,24315,0
929832100722814986,0,0,887239597,2173,212,18843,1
929832154795859969,0,0,64835965,827,9345,14450,0
929832459520413696,0,0,830515904471560192,245,32,194,0
929833331440660480,0,0,550277845,75,49,3240,1
929834058489753600,0,0,621857308,540,887,8802,1
929834222084386819,0,0,2164414846,931,1112,50233,0
929834582974885889,0,0,1918457270,119,2323,18879,1
929834825955139587,0,0,926893690353803265,105,8,19,0
929835999810727941,13,59,886311726320431104,0,4080,462,1
929839301025771520,0,0,2284229190,397,521,4644,1
929839672058052608,0,0,2464695510,65,6,1314,0
929840896388030465,0,0,2224932187,1619,1286,42095,0
929840996350943232,0,0,816821866467905538,74,577,1995,0
929841954912899077,3,0,566531210,287,15696,63524,0
929843729443278849,0,0,245393713,2161,1568,8109,0
929844110483185665,0,0,247410178,2035,2884,121137,0
929844180985221122,0,0,474438817,7878,7157,242830,1
929845157532438528,0,1,1145942047,332,5887,29892,1
929846497818095616,0,1,929817089631838211,102,11,6,0
929848269907341313,0,1,4865446913,121,355,4346,0
929849204855525376,0,0,243419869,2241,4967,3382,0
929849206679986182,0,0,254482780,2340,2627,163646,0
929849368630489088,0,0,783050608832045056,627,236,4826,1
929851486544244737,0,1,3026350929,288,260,2717,1
929852001005002752,0,0,4060114758,1197,436,13682,0
929854562915246080,17,13,1597220424,284,150,1856,0
929855350681014278,17,49,2240712748,61,69458,26536,1
929857031623856129,0,1,1002754339,4015,13881,54854,0
929860815183908864,0,0,916740611453145090,0,29,1381,0
929860907060092928,1,0,904446305883303937,54,124,3489,0
929864129728401416,0,1,1616837732,14,10966,17775,1
929867127909175296,0,0,808069635006468101,107,773,13686,1
929868298375847936,0,0,83923080,239,795,18137,0
929873356501016577,2,1,836588491916075008,3284,2434,11615,0
929874343705960454,0,0,868222211911553026,76,79,3745,0
929874856736206848,0,0,3266489382,1042,426,12094,1
929875542924582912,1,0,158118000,299,23960,134563,0
929878675633340417,0,0,538087724,2385,2651,52600,1
929878684516810752,1,0,485703068,517,1281,32940,0
929881970242408449,5,0,768531478372384768,4456,4605,58844,0
929884971099181061,0,0,920368626737254400,6,11,5999,0
929886639844757504,0,0,731340227625779200,560,945,28006,0
929886766991134720,0,3,898965458233196545,6,6,10,1
929886953977376769,1,0,436818680,138,955,35495,1
929893530167803905,0,0,908301929230594049,336,58,4476,1
929894740547526656,2,0,1544036412,396,102,5273,0
929895822476697600,0,0,929327769066065927,107,13,8,0
929896671009476613,35,23,3033522800,0,14273,32108,0
929898004907282433,0,0,116814742,71,14,153,0
929899645161148416,0,0,869315748,1739,1647,4319,0
929900126478503937,0,0,923680061483634694,19,13,841,0
929904967695073280,15,7,838061337523650560,0,3045,91089,0
929905844539592704,1,2,1220904116,27,861,18403,0
929906519688339456,0,1,929902311727599616,0,0,1,0
929908561903341569,1,0,387719932,1147,822,22440,0
929908688105721856,8,6,529512478,1000,3965,7406,0
929909307684122624,0,0,4220784849,434,499,3962,1
929912449863647232,0,0,591094876,1119,378,8005,0
929912605317222400,0,0,924323111893454849,104,127,4616,1
929912784548237312,0,0,294122123,2125,703,22400,0
