575949086055997440,racism
551659627872415744,racism
551763146877452288,racism
551768543277355009,racism
551769061055811584,racism
551769698917167104,racism
551779988567891969,racism
551783732466577408,racism
551787027725705216,racism
551787273256050688,racism
551787717168619521,racism
551796768623435776,racism
551797843472556032,racism
551798472827883520,racism
551799120080293888,racism
551804052606967810,racism
551807282153934848,racism
551812016768172032,racism
551935344644349952,racism
551935446427504640,racism
551984700764332032,racism
552131027590586368,racism
552132765592727553,racism
552133306553073665,racism
552178267927883776,racism
552242912487305218,racism
552243885196734464,racism
552245992721252352,racism
552246388025982976,racism
552247283438587905,racism
552247950039326720,racism
552248563330482176,racism
552252662381432832,racism
552253146970337280,racism
552253495328247809,racism
552253987701788672,racism
552254351754817536,racism
552254776218365953,racism
552255235863756800,racism
552255665301749760,racism
552256116952805376,racism
552256504485527554,racism
552256837819449344,racism
552257230037213184,racism
552257644853862400,racism
552257867932106752,racism
552258072148582400,racism
552258490316492800,racism
552258840889028608,racism
552259230208499712,racism
552259592634114048,racism
552260022130864128,racism
552260502777102336,racism
552261139837370368,racism
552261703241453569,racism
552262508711399425,racism
552266284344553472,racism
552302969283436545,racism
552304521637285889,racism
552308801228259328,racism
552309137896640515,racism
552310296652828673,racism
552311142539079680,racism
552311743998070785,racism
552313304358846464,racism
552313552154157057,racism
552331392622010368,racism
552332311858262016,racism
552336365854412801,racism
552346465520349184,racism
552348770751770624,racism
552351551688564736,racism
552352216376692736,racism
552352897149976576,racism
552487055553757187,racism
552524577163988992,racism
552525214996004866,racism
552526460876242946,racism
552526654699237379,racism
552527064159768576,racism
552527629195427840,racism
552528092691181572,racism
552530221073969156,racism
552530506756423680,racism
552530948496318468,racism
552531880466456576,racism
552532181038686208,racism
552532522782171136,racism
552532883630723072,racism
552533207426797568,racism
552533544564953094,racism
552533736789913600,racism
552534024334614528,racism
552534253976969216,racism
552535646196494338,racism
552535998723547137,racism
552553410218557440,racism
552554260957634560,racism
552554758809321473,racism
552555113366446080,racism
552557234681430016,racism
552557686592516096,racism
552558144845406208,racism
552558562564534273,racism
552558873458913280,racism
552559358643417088,racism
552559570917134336,racism
552567397941796864,racism
552567745301454848,racism
552567939669716993,racism
552568185355239426,racism
552568707244118017,racism
552568932436295682,racism
552569179791187968,racism
552569711079485441,racism
552578641826029568,racism
552579242706235392,racism
552599309535834112,racism
552602629730078721,racism
552602854469275648,racism
552603067472814080,racism
552603232053100544,racism
552603982170820609,racism
552604209787318272,racism
552604397218193408,racism
552605492120272897,racism
552605945138642944,racism
552606096037126144,racism
552607578543243264,racism
552607836874604545,racism
552621472418889728,racism
552691455270338560,racism
552691920737419264,racism
552692226477019136,racism
552692520757772288,racism
552702190243315712,racism
552703090038947840,racism
552704371981824001,racism
552704511098503168,racism
552709319763173378,racism
552709655097769984,racism
552710730945159169,racism
552711776018915330,racism
552711982911324160,racism
552712056403918848,racism
552713711048486912,racism
552714793791270913,racism
552832003603984384,racism
552833335119335424,racism
552834919831830528,racism
552852341120970752,racism
552852730327203841,racism
552853286500306944,racism
552854101755559936,racism
552855374492360705,racism
552856083644305409,racism
552856915353825283,racism
552857451671060480,racism
552862070061142016,racism
552864417050681344,racism
552871996082487297,racism
552872508995555330,racism
552872849342349312,racism
552884719394648064,racism
552886368842436609,racism
552887101499256832,racism
552887374858825729,racism
552888346767159297,racism
552889003989413888,racism
552923665952546816,racism
552926572752011265,racism
552926619426238464,racism
552935798459207680,racism
552944864581529601,racism
552945098904727552,racism
553005445980225536,racism
553005887988588544,racism
553006564466888704,racism
553006745778257921,racism
553008281812078592,racism
553008477916782592,racism
553009209084620800,racism
553010256662392832,racism
553011006297739264,racism
553011393109041152,racism
553011893489512448,racism
553015187565854720,racism
553015844842655747,racism
553017226639704064,racism
553018384120422400,racism
553019590104453120,racism
553022484467834880,racism
553023136459804672,racism
553024516150927360,racism
553027700579762176,racism
553027973805117440,racism
553028633237794816,racism
553057212835180544,racism
553062441412603904,racism
553072776349626369,racism
553076211878871040,racism
553078288281636866,racism
553079857630834688,racism
553080280278249472,racism
553081714931552256,racism
553206566266994688,racism
553208451115909120,racism
553208711271837696,racism
553209501168316417,racism
553228588191715330,racism
553267240251195393,racism
553358452790022145,racism
553358818139070464,racism
553359777930027009,racism
553360960438562816,racism
553399931939991552,racism
553400662461931521,racism
553401609678360576,racism
553402087745150977,racism
553402310106157056,racism
553402536665706496,racism
553403135163498496,racism
553403621874749440,racism
553404130413121536,racism
553404777397112833,racism
553405302461046784,racism
553632132346556416,racism
553692805864771584,racism
553698389397753857,racism
553698761432518656,racism
553943841607524352,racism
553944174786260992,racism
553944652572028928,racism
553946631289466880,racism
553948977134329857,racism
553981723084484608,racism
553983024979644416,racism
553983058169192449,racism
553983918509023232,racism
553984475139305474,racism
554018774458716160,racism
554020906234703873,racism
554029351839088640,racism
554038114113437697,racism
554044823632482304,racism
554069644081131520,racism
554112378938597377,racism
554125339626971136,racism
554125973507956736,racism
554126482469974017,racism
554126791384637443,racism
554128548126932992,racism
554129465664475136,racism
554132519604338688,racism
554133236977135616,racism
554136260067864576,racism
554136602906071040,racism
554137837382012929,racism
554138317336231936,racism
554145226160238593,racism
554145461682966528,racism
554155287540936705,racism
554156528375463937,racism
554156843296391168,racism
554157222608273409,racism
554159264122826752,racism
554163185587331072,racism
554414765502496768,racism
554415286988709888,racism
554672350361571328,racism
554672767023730688,racism
554672987572809729,racism
554674312528269312,racism
554704427966140416,racism
554781077118529537,racism
554849945031688192,racism
554853330548051968,racism
554855238822133761,racism
554855875257446400,racism
555019110904778754,racism
555019622630825984,racism
555020636121497600,racism
555021230999617537,racism
555022510610477059,racism
555030172693315584,racism
555099588793999360,racism
555103863511187456,racism
555144310325137408,racism
555146145849016322,racism
555151223276331008,racism
555151606019133440,racism
555152357277724672,racism
555152738963566592,racism
555153182838358016,racism
555154004989054976,racism
555154728653299712,racism
555155143746805760,racism
555155691761963008,racism
555156014727569410,racism
555156444543082496,racism
555156866561363969,racism
555158030837231616,racism
555158768078426112,racism
555159125135351808,racism
555166261504512001,racism
555167046636277760,racism
555167621935415296,racism
555169897559638016,racism
555194141819539457,racism
555196559076655104,racism
555197234426703872,racism
555197545971191808,racism
555199292042776576,racism
555199598311276544,racism
555199912552710145,racism
555200660439052289,racism
555200804802793472,racism
555201461488218112,racism
555201809032445952,racism
555202589420425216,racism
555203090123862016,racism
555203861913567232,racism
555204409953878016,racism
555207510840201217,racism
555209479742955521,racism
555210262546874368,racism
555211097700306946,racism
555211936422711296,racism
555212360139681792,racism
555212478565871616,racism
555220495595876352,racism
555220752186609664,racism
555221817741160448,racism
555243536615235584,racism
555380508205793280,racism
555380954492334080,racism
555382030100619265,racism
555386465434083328,racism
555387839433539585,racism
555443277374046208,racism
555443647093538816,racism
555450183379468288,racism
555451363232972800,racism
555452272184799233,racism
555502603350855680,racism
555503250041233408,racism
555504185664630786,racism
555534852284370944,racism
555535172985036800,racism
555535914437312513,racism
555536192251232257,racism
555536401266008065,racism
555558944450412544,racism
555811349725331456,racism
555811875271614464,racism
555812027461947392,racism
555812255418183680,racism
555813069545160705,racism
555813300823289856,racism
555813752356864000,racism
555814171518844928,racism
555814522628235264,racism
555825267801726976,racism
555825626452459520,racism
555826012487819267,racism
555826593382137856,racism
555826995401990144,racism
555827391621111808,racism
555829547003027456,racism
555831952972840960,racism
555875816211353601,racism
555882705917722625,racism
555882829758726147,racism
555888638873976834,racism
555904570010779648,racism
555906919169142784,racism
555907650219569152,racism
555908517052170240,racism
555908930576990208,racism
555914915928899584,racism
555916854599102464,racism
556169343688388608,racism
556169979272237056,racism
556170203537477632,racism
556170397716996096,racism
556171585782947840,racism
556171709867245569,racism
556205910842830848,racism
556228259055009792,racism
556280606531653632,racism
556348270080176128,racism
556348688789159936,racism
556349108739649536,racism
556349938343620608,racism
556350301574561792,racism
556350776457830400,racism
556351106553745410,racism
556351492832362496,racism
556351792213397504,racism
556352287204196352,racism
556352726532382720,racism
556517693923143680,racism
556833590307065859,racism
556837101572874243,racism
556962076153757696,racism
556962746961375232,racism
556963848293339136,racism
556965879603142656,racism
556966376418459648,racism
556966922483290112,racism
556971080431046656,racism
557021607315517441,racism
557024855850098689,racism
557025276790439936,racism
557028657542496257,racism
557030945472000000,racism
557031214352052225,racism
557031442069196800,racism
557032059890180096,racism
557036978785361921,racism
557043947260743680,racism
557044771718320129,racism
557253413784678400,racism
557256024202022912,racism
557256309989318657,racism
557256746087882752,racism
557265245274529792,racism
557271215169998848,racism
557272233639309312,racism
557274432427671553,racism
557288710614822912,racism
557289715603619840,racism
557290339640541184,racism
557290957809664000,racism
557291546639626240,racism
557293350630739968,racism
557294187801214978,racism
557295014192361475,racism
557353866019090432,racism
557359867707396096,racism
557361084294631424,racism
557362145411600384,racism
557363280079900675,racism
557363719391297536,racism
557364456443760641,racism
557365942871552002,racism
557379724544974850,racism
557401622251184128,racism
557409520012365824,racism
557623495874859009,racism
557678552595046400,racism
557717749951397889,racism
557720607669092353,racism
557723964609667072,racism
557999118245588993,racism
557999721713631233,racism
558000316499517441,racism
558001513860046849,racism
558063267613253637,racism
558065514950701056,racism
558065759826743297,racism
558067029811675137,racism
558067471627063296,racism
558068213184208899,racism
558071621823774721,racism
558072976105807873,racism
558094441555439618,racism
558378753961635840,racism
558697313351516160,racism
558697938701254656,racism
558702921559572480,racism
558703242667106305,racism
558704538505736192,racism
558774839398244353,racism
558778362827505667,racism
558803902443683841,racism
558845654248611842,racism
558870078637084672,racism
559106387545182208,racism
559106697785257986,racism
559107503112613888,racism
559223940115992576,racism
575174115667017728,racism
559225431967006720,racism
559227251925848064,racism
559231720801595392,racism
559362698454921216,racism
559365244129009664,racism
559368263541350400,racism
559407931137871872,racism
559408354338959360,racism
559408715879567361,racism
559409037809164288,racism
559409469302382593,racism
559413772268236801,racism
559414651750866944,racism
559417362336600065,racism
559417793997586432,racism
559418269149298688,racism
559418572242296834,racism
559421615466098688,racism
559422255571415041,racism
559423181996695552,racism
559423311160283138,racism
559424589931888640,racism
559444313969795074,racism
